,cosine_to_orig,embeddings_rank,from_clipping,from_original_token,from_split,norms_seen,spellcheck_rank,in_lexicon,length,same_order,orig_norms_seen,orig_in_lexicon,orig_same_order,orig_length,correct,raw_tok_index
jailer's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jailers,0.23512251675128937,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jailing,0.14716152846813202,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jails,0.2529393136501312,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jaime,0.3938647210597992,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jaime's,0.3013014793395996,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jain,0.659198522567749,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jain's,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jainism,0.4473358988761902,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jainism's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaipur,0.4198962450027466,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaipur's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jakarta,0.3671181797981262,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jakarta's,0.4336389899253845,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jake,0.42623668909072876,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jake's,0.23552915453910828,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jalapeño,0.13786791265010834,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jalapeño's,0.1921142041683197,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jalapeños,0.11161957681179047,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jalopies,0.2602804899215698,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jalopy,0.17618951201438904,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jalopy's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jalousie,0.5789180994033813,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jalousie's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jalousies,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jam,0.3551320731639862,,1.0,,,,5.0,1.0,3,1.0,,,1.0,2.0,,2_31
jam's,0.3262364864349365,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jamaal,0.33753374218940735,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jamaal's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jamaica,0.3795884847640991,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jamaica's,0.3158211410045624,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jamaican,0.3409064710140228,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jamaican's,0.44168588519096375,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jamaicans,0.2613750696182251,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jamal,0.4465269148349762,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jamal's,0.3354843854904175,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jamar,0.2337683141231537,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jamar's,0.3486917018890381,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jamb,0.345986932516098,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jamb's,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jamboree,0.22619713842868805,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jamboree's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jamborees,0.1717880219221115,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jambs,0.36980634927749634,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jame,0.5369864702224731,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jame's,0.5553085803985596,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jamel,0.4385310709476471,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jamel's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
james,0.3507821559906006,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
james's,0.2641691565513611,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jamestown,0.34140413999557495,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jamestown's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jami,0.6195678114891052,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jami's,0.4380406439304352,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jamie,0.3394438922405243,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jamie's,0.2647456228733063,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jammed,0.2660905420780182,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jamming,0.26477310061454773,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jams,0.2789831757545471,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jan,0.6005831956863403,,1.0,,,,,1.0,3,1.0,,,1.0,2.0,,2_31
jan's,0.6193054914474487,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jana,0.7743591666221619,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jana's,0.47272589802742004,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
janacek,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janacek's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jane,0.6229879856109619,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jane's,0.35614776611328125,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
janell,0.350274920463562,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
janell's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
janelle,0.2967659533023834,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janelle's,0.345799058675766,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
janesville,0.334713876247406,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
janesville's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
janet,0.3628948926925659,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
janet's,0.29573681950569153,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janette,0.384164959192276,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janette's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jangle,0.38263368606567383,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jangle's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jangled,0.22109489142894745,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jangles,0.41810843348503113,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jangling,0.15844225883483887,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
janice,0.2972416579723358,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
janice's,0.3294377326965332,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
janie,0.435046911239624,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
janie's,0.49115851521492004,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janine,0.3781021535396576,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
janine's,0.38103505969047546,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
janis,0.3503953516483307,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
janis's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janissary,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
janissary's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
janitor,0.1882198601961136,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
janitor's,0.22950869798660278,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
janitorial,0.1388191133737564,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
janitors,0.13761882483959198,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
janjaweed,0.3053143620491028,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
janjaweed's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
janna,0.6829347014427185,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
janna's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jannie,0.4437064826488495,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jannie's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jansen,0.3859074115753174,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jansen's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jansenist,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jansenist's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
januaries,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
january,0.3469487130641937,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
january's,0.3229062259197235,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
janus,0.4364757537841797,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
janus's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
japan,0.3605400323867798,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
japan's,0.3595254421234131,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
japanese,0.3500782549381256,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
japanese's,0.46249836683273315,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
japaneses,0.3680306673049927,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
japanned,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
japanning,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
japans,0.35624659061431885,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jape,0.44900354743003845,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jape's,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
japed,,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
japes,0.3104090988636017,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
japing,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
japura,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
japura's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jar,0.25066429376602173,,1.0,,,,3.0,1.0,3,1.0,,,1.0,2.0,,2_31
jar's,0.29729562997817993,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jardinière,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jardinière's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jardinières,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jared,0.3246227502822876,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jared's,0.19100843369960785,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jargon,0.27772682905197144,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jargon's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jarlsberg,0.2982826828956604,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jarlsberg's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jarred,0.2619714140892029,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jarred's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jarrett,0.3727358877658844,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jarrett's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jarring,0.18603743612766266,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jarrod,0.22751152515411377,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jarrod's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jars,0.13859248161315918,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jarvis,0.3139396607875824,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jarvis's,0.4553135335445404,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jasmine,0.3612455427646637,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jasmine's,0.22763365507125854,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jasmines,0.25428155064582825,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jason,0.3003977835178375,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jason's,0.2621604800224304,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jasper,0.23308950662612915,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jasper's,0.3494024872779846,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jataka,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jataka's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaundice,0.2317739874124527,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaundice's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jaundiced,0.14688655734062195,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaundices,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaundicing,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jaunt,0.07777272164821625,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jaunt's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jaunted,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jauntier,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jauntiest,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jauntily,0.1472790241241455,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jauntiness,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jauntiness's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jaunting,0.32411134243011475,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaunts,0.23156051337718964,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaunty,0.17506520450115204,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
java,0.3571925461292267,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
java's,0.4539661407470703,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
javanese,0.3769177198410034,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
javanese's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
javas,0.41244232654571533,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
javascript,0.246156245470047,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
javascript's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
javelin,0.17194077372550964,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
javelin's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
javelins,0.11999823153018951,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
javier,0.36807873845100403,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
javier's,0.40093010663986206,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaw,0.12517954409122467,,1.0,,,,8.0,1.0,3,1.0,,,1.0,2.0,,2_31
jaw's,0.1569063514471054,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jawbone,0.02382744662463665,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jawbone's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jawboned,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jawbones,0.1662207692861557,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jawboning,0.18532350659370422,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jawbreaker,0.19763143360614777,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jawbreaker's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jawbreakers,0.21634630858898163,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jawed,0.27559980750083923,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jawing,0.0984916016459465,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaws,0.12099077552556992,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jaxartes,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaxartes's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jay,0.5477715134620667,,1.0,,,,7.0,1.0,3,1.0,,,1.0,2.0,,2_31
jay's,0.23373064398765564,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jayapura,0.5742173194885254,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jayapura's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jayawardene,0.41961100697517395,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jayawardene's,,,1.0,,,,,1.0,13,1.0,,,1.0,2.0,,2_31
jaycee,0.46230918169021606,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaycee's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaycees,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jaycees's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jayne,0.3511919379234314,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jayne's,0.39211922883987427,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jays,0.23324896395206451,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jayson,0.268015056848526,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jayson's,0.33350566029548645,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaywalk,0.24746327102184296,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jaywalked,0.1688491255044937,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaywalker,0.24486777186393738,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaywalker's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jaywalkers,0.1092415526509285,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jaywalking,0.15686804056167603,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jaywalks,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jazz,0.2712056636810303,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jazz's,0.3136121928691864,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jazzed,0.0612715445458889,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jazzes,0.24695263803005219,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jazzier,0.3058590292930603,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jazziest,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jazzing,0.12845735251903534,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jazzy,0.3635258674621582,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jg,0.5356978178024292,,,,,,14.0,,2,,,,1.0,2.0,,2_31
jr,0.3825012147426605,,,,,,10.0,,2,,,,1.0,2.0,,2_31
katai,0.8573744893074036,4.0,,,,,,,5,,,,1.0,2.0,,2_31
keroo,0.8650096654891968,1.0,,,,,,,5,,,,1.0,2.0,,2_31
la,0.607735276222229,,,,,,12.0,1.0,2,,,,1.0,2.0,,2_31
ma,0.5810954570770264,,,,,,15.0,1.0,2,,,,1.0,2.0,,2_31
ta,0.7103903889656067,,,,,,11.0,,2,,,,1.0,2.0,,2_31
todi,0.8511103391647339,6.0,,,,,,,4,,,,1.0,2.0,,2_31
twanu,0.849970281124115,8.0,,,,,,,5,,,,1.0,2.0,,2_31
baying,0.39039644598960876,,,,,,11.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
claiming,0.8019219636917114,1.0,,,,,,1.0,8,,7.0,1.0,1.0,6.0,,3_0
haying,0.32167258858680725,,,,,,10.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
laying,0.36512836813926697,,,,,,6.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
paying,0.5436282157897949,,,,,,8.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
said,0.8041386008262634,0.0,,,,,,1.0,4,,7.0,1.0,1.0,6.0,,3_0
sating,0.4085753262042999,,,,,,0.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
saving,0.43094703555107117,,,,,,12.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
sawing,0.3126418888568878,,,,,,14.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
say,0.7891244888305664,2.0,,,,,,1.0,3,,7.0,1.0,1.0,6.0,,3_0
say ing,,,,,1.0,,,,7,1.0,7.0,1.0,1.0,6.0,,3_0
saying,1.0000001192092896,,1.0,1.0,,7.0,15.0,1.0,6,1.0,7.0,1.0,1.0,6.0,1.0,3_0
saying's,0.5201134085655212,,1.0,,,,,1.0,8,1.0,7.0,1.0,1.0,6.0,,3_0
sayings,0.3553961217403412,,1.0,,,,1.0,1.0,7,1.0,7.0,1.0,1.0,6.0,,3_0
shying,0.5337594747543335,,,,,,9.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
skying,0.33063840866088867,,,,,,13.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
slaying,0.4138246476650238,,,,,,3.0,1.0,7,1.0,7.0,1.0,1.0,6.0,,3_0
spaying,0.23879259824752808,,,,,,4.0,1.0,7,1.0,7.0,1.0,1.0,6.0,,3_0
spying,0.3536776006221771,,,,,,7.0,1.0,6,,7.0,1.0,1.0,6.0,,3_0
staying,0.4726455807685852,,,,,,2.0,1.0,7,1.0,7.0,1.0,1.0,6.0,,3_0
surveying,0.2722522020339966,,,,,,16.0,1.0,9,,7.0,1.0,1.0,6.0,,3_0
swaying,0.3967701494693756,,,,,,5.0,1.0,7,1.0,7.0,1.0,1.0,6.0,,3_0
aku,0.8950187563896179,3.0,,,,,,,3,,3.0,,1.0,3.0,,3_1
auk,0.6614241003990173,,,,,,1.0,1.0,3,,3.0,,1.0,3.0,,3_1
betul,0.8956180214881897,1.0,,,,,,,5,,3.0,,1.0,3.0,,3_1
dok,0.8937604427337646,4.0,,,,,,,3,,3.0,,1.0,3.0,,3_1
harap,0.8974297046661377,0.0,,,,,,,5,,3.0,,1.0,3.0,,3_1
kalau,0.8922017812728882,5.0,,,,,,,5,1.0,3.0,,1.0,3.0,,3_1
kaput,0.331825315952301,,,,,,2.0,1.0,5,1.0,3.0,,1.0,3.0,,3_1
kau,1.0,,,1.0,,3.0,,,3,1.0,3.0,,1.0,3.0,1.0,3_1
kauai,0.21928925812244415,,1.0,,,,,1.0,5,1.0,3.0,,1.0,3.0,,3_1
kauai's,,,1.0,,,,,1.0,7,1.0,3.0,,1.0,3.0,,3_1
kaufman,0.3588443994522095,,1.0,,,,,1.0,7,1.0,3.0,,1.0,3.0,,3_1
kaufman's,,,1.0,,,,,1.0,9,1.0,3.0,,1.0,3.0,,3_1
kaunas,0.45675650238990784,,1.0,,,,,1.0,6,1.0,3.0,,1.0,3.0,,3_1
kaunas's,,,1.0,,,,,1.0,8,1.0,3.0,,1.0,3.0,,3_1
kaunda,,,1.0,,,,,1.0,6,1.0,3.0,,1.0,3.0,,3_1
kaunda's,,,1.0,,,,,1.0,8,1.0,3.0,,1.0,3.0,,3_1
kayo,0.6804456114768982,,,,,,3.0,,4,,3.0,,1.0,3.0,,3_1
korang,0.8954512476921082,2.0,,,,,,,6,,3.0,,1.0,3.0,,3_1
nak,0.8913690447807312,6.0,,,,,,,3,,3.0,,1.0,3.0,,3_1
tau,0.8528749346733093,,,,,,0.0,,3,,3.0,,1.0,3.0,,3_1
aka,0.24684692919254303,,,,,,1.0,,3,,5.0,,1.0,3.0,,3_2
aku,1.0,,,1.0,,5.0,,,3,1.0,5.0,,1.0,3.0,1.0,3_2
ark,0.2199564129114151,,,,,,3.0,1.0,3,,5.0,,1.0,3.0,,3_2
auk,0.7276255488395691,,,,,,0.0,1.0,3,,5.0,,1.0,3.0,,3_2
aux,0.12582635879516602,,,,,,2.0,,3,,5.0,,1.0,3.0,,3_2
baru,0.9295868277549744,4.0,,,,,,,4,,5.0,,1.0,3.0,,3_2
boleh,0.9290168285369873,5.0,,,,,,,5,,5.0,,1.0,3.0,,3_2
buat,0.9257199764251709,8.0,,,,,,,4,,5.0,,1.0,3.0,,3_2
dah,0.9265852570533752,6.0,,,,,,,3,,5.0,,1.0,3.0,,3_2
kalau,0.9482099413871765,1.0,,,,,,,5,,5.0,,1.0,3.0,,3_2
mesti,0.9315274357795715,3.0,,,,,,,5,,5.0,,1.0,3.0,,3_2
satu,0.9264937043190002,7.0,,,,,,,4,,5.0,,1.0,3.0,,3_2
sekali,0.9319155216217041,2.0,,,,,,,6,,5.0,,1.0,3.0,,3_2
tapi,0.948212206363678,0.0,,,,,,,4,,5.0,,1.0,3.0,,3_2
kith,0.2843051552772522,,,,,,8.0,1.0,4,,147.0,1.0,1.0,4.0,,3_3
pith,0.1683085560798645,,,,,,7.0,1.0,4,,147.0,1.0,1.0,4.0,,3_3
swath,0.24699139595031738,,,,,,12.0,1.0,5,,147.0,1.0,1.0,4.0,,3_3
whit,0.49150022864341736,,,,,,4.0,1.0,4,,147.0,1.0,1.0,4.0,,3_3
width,0.23041963577270508,,,,,,3.0,1.0,5,1.0,147.0,1.0,1.0,4.0,,3_3
wirh,0.7966600060462952,0.0,,,,,,,4,,147.0,1.0,1.0,4.0,,3_3
wish,0.3887019753456116,,,,,,6.0,1.0,4,,147.0,1.0,1.0,4.0,,3_3
wit,0.6530604362487793,,,,,,0.0,1.0,3,,147.0,1.0,1.0,4.0,,3_3
wit h,,,,,,,9.0,,5,1.0,147.0,1.0,1.0,4.0,,3_3
wit-h,,,,,,,10.0,,5,1.0,147.0,1.0,1.0,4.0,,3_3
witch,0.29987025260925293,,,,,,2.0,1.0,5,1.0,147.0,1.0,1.0,4.0,,3_3
